mlbam,fangraphs,bbref,retro,last,first,birthYear
120067,1009851,orsinjo01,orsij101,Orsino,John,1938
119954,1009746,oglivbe01,oglib001,Oglivie,Ben,1949
119092,1008913,milleku01,millk003,Miller,Kurt,1972
348563,556,ensbemo01,ensbm001,Ensberg,Morgan,1975
501954,3900,martios01,marto001,Martínez,Osvaldo,1988
605469,16166,shephch01,shepc001,Shepherd,Chandler,1992
121976,1011724,segrika01,segrk101,Segrist,Kal,1931
819032,,hicksfr01,hickf101,Hicks,Fred,1888
118475,1008309,maypi01,may-p101,May,Merrill,1911
502179,8246,espinpa01,espip001,Espino,Paolo,1987
113013,1002948,dalryab01,dalra101,Dalrymple,Abner,1857
657611,16840,hillca02,hillc001,Hill,Cam,1994
115891,1005771,hickeke01,hickk001,Hickey,Kevin,1956
817658,,pryored01,pryoe101,Pryor,Ed,1896
592761,14875,smithca03,smitc006,Smith,Caleb,1991
123584,216,urbinug01,urbiu001,Urbina,Ugueth,1974
123066,1012800,szekejo01,szekj101,Szekely,Joe,1925
820578,,barrowe99,,Barrow,Wesley,1900
816980,,thomada03,thomd104,Thomas,Dave,1905
112617,1002561,conzejo01,conzj101,Conzelman,Joe,1889
479080,,thomsro99,thomr801,Thomson,Rob,1963
816565,,willijo04,willj116,Williams,John,1904
121158,1010912,richaje02,richj002,Richardson,Jeff,1963
121093,1010856,revilhe01,revih101,Reville,Henry,
110279,1000267,andujlu01,andul001,Andújar,Luis,1972
819488,,fostebi99,fostw101,Foster,Bill,1904
111626,1001585,brumlmi01,brumm101,Brumley,Mike,1938
116944,1006800,kellyhe01,kellh102,Kelly,Herb,1892
124064,1013750,welchbo01,welcb001,Welch,Bob,1956
114855,1004771,gleasro01,glear101,Gleason,Roy,1943
607572,16265,howarsa01,howas002,Howard,Sam,1993
818014,,murraco03,murrc101,Murray,Cowboy,
114254,1004170,floreje01,florj101,Flores,Jesse,1914
425848,1772,harderi01,hardr001,Harden,Rich,1981
123721,1013425,vicoge01,vicos101,Vico,Sam,1923
819478,,frazial01,fraza101,Frazier,Albert,1915
116888,1006743,keefeti01,keeft101,Keefe,Tim,1857
117986,1007818,luebbro01,luebr101,Luebbe,Roy,1900
408246,1733,ferraan01,ferra001,Ferrari,Anthony,1978
667472,22054,myersda01,myerd001,Myers,Dane,1996
819170,,harrian03,harra103,Harris,Andy,1896
110215,1000207,amaroru02,amarr002,Amaro,Rubén,1965
819499,,foremza01,forez101,Foreman,Zack,1893
476531,7896,tayloan01,tayla002,Taylor,Andrew,1986
116562,1006419,johnsar01,johna103,Johnson,Art,1897
430910,3231,penabr01,penab002,Peña,Brayan,1982
119752,1009549,newsowa01,newsw001,Newson,Warren,1964
118946,1008762,mendomi02,mendm102,Mendoza,Mike,1955
643348,19842,hamilca01,hamic001,Hamilton,Caleb,1995
116877,1006732,keased01,kease101,Keas,Ed,1863
122596,37,spiezsc01,spies001,Spiezio,Scott,1972
124278,1013963,willaje01,willj001,Willard,Jerry,1960
676282,23335,cantijo01,cantj002,Cantillo,Joey,1999
448327,3634,cortefe01,cortf001,Cortez,Fernando,1981
113358,1151,difelmi01,difem001,Difelice,Mike,1969
117766,1007608,lilliji01,lillj101,Lillie,Jim,1861
119867,1009659,nunezjo01,nunej001,Núñez,José,1964
112352,1002280,clarkfr01,clarf101,Clarke,Fred,1872
656976,19892,smithpa04,smitp002,Smith,Pavin,1996
346846,1746,valdeca02,valdc002,Valderrama,Carlos,1977
446624,3545,haegech01,haegc001,Haeger,Charlie,1983
469159,6371,rodrihe03,rodrh002,Rodríguez,Henry,1987
124719,1014393,yountdu01,yound102,Yount,Ducky,1885
122390,1012140,smithfr04,smitf102,Smith,Fred,1878
112091,1002044,cashro01,cashr101,Cash,Ron,1949
119235,1009039,molinbo01,molib101,Molinaro,Bob,1950
123249,1012980,thomahe01,thomh102,Thomas,Herb,1902
621290,14545,bacusda01,bacud001,Bacus,Dakota,1991
543935,9239,wilsoal01,wilsa001,Wilson,Alex,1986
571740,10199,hamilbi02,hamib001,Hamilton,Billy,1990
608641,13762,cooneti01,coont001,Cooney,Tim,1990
124406,1014090,wilsoji03,wilsj001,Wilson,Jim,1960
121125,1097,rhodear01,rhoda001,Rhodes,Arthur,1969
621311,13744,dahlda01,dahld001,Dahl,David,1994
117982,1007813,luderfr01,ludef101,Luderus,Fred,1885
427406,,pricebr99,pricb801,Price,Bryan,1962
122679,1012421,stantmi01,stanm001,Stanton,Mike,1952
114443,1004359,frierbu01,frieb101,Frierson,Buck,1917
584171,19341,velazhe01,velah001,Velázquez,Héctor,1988
114668,1004584,gearidi01,geard101,Gearin,Dinty,1897
119953,1009745,oglesji01,oglej101,Oglesby,Jim,1905
607192,14374,glasnty01,glast001,Glasnow,Tyler,1993
124439,1014118,winceed01,wince101,Winceniak,Ed,1929
121447,1011196,rosarme01,rosam001,Rosario,Melvin,1973
124273,1013956,wilkied01,wilke101,Wilkinson,Ed,1890
120891,1406,raineti01,raint001,Raines,Tim,1959
117735,1007582,lewisji01,lewij001,Lewis,Jim,1955
120841,1010604,quinnfr02,quinf104,Quinn,Frank,1927
596271,11121,lawreca01,lawrc001,Lawrence,Casey,1987
114152,1004066,fischbi01,fiscb101,Fischer,Bill,1930
118699,1008517,mcgheed01,mcghe101,McGhee,Ed,1924
121169,1010925,richmbe01,richb101,Richmond,Beryl,1907
150167,196,hillesh02,hills002,Hillenbrand,Shea,1975
150096,1013662,waszgb.01,waszb001,Waszgis,B. J.,1970
434878,3706,siscoan01,sisca001,Sisco,Andy,1983
115551,1005441,hartbu01,hartb104,Hart,Jimmy,1875
466320,4022,cabreme01,cabrm002,Cabrera,Melky,1984
124132,1013825,wheatle01,wheal101,Wheat,Lee,1929
117975,1007805,lucasga01,lucag001,Lucas,Gary,1954
110254,1000242,andersc01,andes001,Anderson,Scott,1962
121439,1011187,roonepa01,roonp101,Rooney,Pat,1957
117760,1007602,liebhgl02,liebg102,Liebhardt,Glenn,1910
122051,1011793,shannbi01,shanb103,Shanner,Bill,1894
678061,23809,kerrra01,kerrr001,Kerr,Ray,1994
817292,,shawte01,shawt101,Shaw,Ted,1906
124417,1234,wilsopa02,wilsp001,Wilson,Paul,1973
123818,1013515,walkeer01,walke101,Walker,Ernie,1890
114939,1004847,goochch01,goocc101,Gooch,Charlie,1902
820703,,anderor01,andeo101,Anderson,Orinthal,1920
111752,1001713,burnsjo01,burnj103,Burns,Joseph,1889
124137,1013831,wheeldo01,wheed101,Wheeler,Don,1922
116820,1006677,kalfabi01,kalfb101,Kalfass,Bill,1916
119200,1009009,mitchpa01,mitcp101,Mitchell,Paul,1949
676760,23488,marinro01,marir001,Marinaccio,Ron,1995
119876,1009669,nymanch01,nymac101,Nyman,Chris,1955
121600,1011351,rybami01,rybam101,Ryba,Mike,1903
400063,1013,willida07,willd002,Williams,David,1979
820404,,brathar01,brata101,Brathwaite,Archie,1918
115871,1005752,hetkijo01,hetkj101,Hetki,Johnny,1922
119648,1009446,napiebu01,napib101,Napier,Buddy,1889
111100,1001072,blewebo01,blewb101,Blewett,Bob,1877
121719,1011468,savagja01,savaj001,Savage,Jack,1964
117433,1007274,lambege01,lambg101,Lambert,Gene,1921
113589,1003524,duesha01,duesh101,Dues,Hal,1954
112131,1241,catalfr01,cataf001,Catalanotto,Frank,1974
115524,1005427,harripe01,harrp001,Harris,Pep,1972
113862,1003790,ensje01,ens-j101,Ens,Jewel,1889
118035,1007867,lynchmi02,lyncm101,Lynch,Mike,1880
116057,1005935,hoilech01,hoilc001,Hoiles,Chris,1965
656986,21345,sousabe01,sousb001,Sousa,Bennett,1995
115827,1005707,hernale01,hernl002,Hernández,Leo,1959
114373,1004291,francra01,franr101,Francis,Ray,1893
116985,1006846,kennemo01,kennm101,Kennedy,Monty,1922
596074,17987,poynebo01,poynb001,Poyner,Bobby,1992
592170,11502,bridwpa01,bridp001,Bridwell,Parker,1991
518586,3298,culbech01,culbc001,Culberson,Charlie,1989
111511,1001472,brookhu01,brooh001,Brooks,Hubie,1956
110087,1000083,agnewsa01,agnes101,Agnew,Sam,1887
458691,7389,adamsda02,adamd001,Adams,David,1987
119196,1009006,mitchla01,mitcl001,Mitchell,Larry,1971
595963,13180,goeddty01,goedt001,Goeddel,Tyler,1992
121418,1011164,romanji01,romaj102,Romano,Jim,1927
816935,,thurs02,thuru102,Thurston,,
116892,1006746,keelebu01,keelb102,Keeley,Burt,1879
699151,,paezje01,,Paez,Jedixson,2004
112651,1002592,coopece01,coopc001,Cooper,Cecil,1949
345593,1000193,alvarcl01,alvac001,Álvarez,Clemente,1968
818970,,holtzed01,holte101,Holtz,Eddie,1899
675848,23237,mejiaju01,mejij003,Mejia,Juan,2000
112511,1002455,colliji01,collj103,Collins,Jimmy,1870
665066,21139,paynety01,paynt001,Payne,Tyler,1992
456030,8370,pedrodu01,pedrd001,Pedroia,Dustin,1983
121200,1010957,riggsle01,riggl101,Riggs,Lew,1910
115408,1005298,handimi01,handm101,Handiboe,Al,1887
818944,,hubbaje01,hubbj101,Hubbard,Jesse,1895
113618,1003553,duncaji01,duncj101,Duncan,Jim,1871
676694,20308,meyerja02,meyej002,Meyers,Jake,1996
811965,,kurodjo01,,Kuroda-Grauer,Joshua,2003
819971,,corte03,cortu101,Cortez,,
124607,1014286,wrighke01,wrigk101,Wright,Ken,1946
818761,,johnsfr05,johnf106,Johnson,Fred,
123014,1012751,swaggbi01,swagb001,Swaggerty,Bill,1956
820746,,alexako01,alexk101,Alexander,Koke,1888
660829,18027,parkho01,parkh001,Park,Hoy,1996
122938,1012680,sullian01,sulla101,Sullivan,Andy,1884
121282,1011042,roberra01,rober103,Roberts,Ray,1895
119786,1009583,niekrph01,niekp001,Niekro,Phil,1939
819589,,farrelu02,farrl101,Farrell,Luther,1896
819143,,harriea02,harre102,Harrison,Rattler,1900
115181,1005080,gromest01,groms101,Gromek,Steve,1920
121024,1010789,reichdi01,reicd101,Reichle,Dick,1896
122785,1012518,stewabu02,stewb103,Stewart,Bunky,1931
543829,8203,gordode01,gordd002,Strange-Gordon,Dee,1988
119888,1009681,obradji01,obraj101,Obradovich,Jim,1949
114859,1004766,gleasbi03,gleab101,Gleason,Billy,1894
118585,1008402,mccluha02,mcclh101,McCluskey,Harry,1892
113454,1003389,donohjo01,donoj102,Donoghue,Alexander,1863
820730,,allenne02,allen102,Allen,Newt,1901
150113,1011943,shumaan01,shuma001,Shumaker,Anthony,1973
115780,1540,henrios01,henro001,Henríquez,Óscar,1974
114966,1004873,gordodo01,gordd001,Gordon,Don,1959
817281,,sheppra01,shepr102,Sheppard,Ray,1902
682988,31396,locklty01,lockt001,Locklear,Tyler,2000
460701,4089,russeja02,russj003,Russell,James,1986
110496,1000475,baldsja01,baldj101,Baldschun,Jack,1936
116454,1006326,jacobot01,jacoo101,Jacobs,Otto,1889
118188,1008013,malaych01,malac101,Malay,Charlie,1879
818088,,moorecl01,moorc104,Moore,Clarence,1908
429821,1769,malasma01,malam001,Malaska,Mark,1978
124076,1013770,wellsle01,welll101,Wells,Leo,1917
660766,18400,yepezju01,yepej001,Yepez,Juan,1998
818312,,martira05,martr104,Martínez,Ramón,1903
122424,1012173,smithl.01,smitl102,Smith,Lewis,1858
805373,31765,alvarna01,alvan001,Alvarez,Nacho,2003
121539,1011289,ruebema01,ruebm001,Ruebel,Matt,1969
819849,,davisji02,,Davis,Jim,
820351,,brownbl01,,Brown,B. L.,
115560,1005442,hartech01,hartc105,Hartenstein,Chuck,1942
672761,22857,perezwe01,perew002,Pérez,Wenceel,1999
124038,1013732,weigera01,weigr101,Weigel,Ralph,1921
115895,1005774,hickmer01,hicke101,Hickman,Ernie,1856
120658,1010427,polonlu01,polol001,Polonia,Luis,1963
670351,19331,rojasjo02,rojaj002,Rojas,José,1993
124805,168,ryanb.01,ryanb001,Ryan,B. J.,1975
449777,5579,stettmi01,stetm001,Stetter,Mitch,1981
465065,7122,escalse01,escas001,Escalona,Sergio,1984
112979,1002914,cuyleki01,cuylk101,Cuyler,Kiki,1898
121547,1011296,ruffire01,ruffr101,Ruffing,Red,1905
114180,1004100,fishewi01,fishw101,Fisher,Wilbur,1894
111618,1001576,bruckea01,bruce101,Brucker,Earle,1901
111722,1001685,burkejo02,burkj103,Burke,John,1877
817033,,tapleto01,taplt101,Tapley,Townsend,1913
110963,1000935,bevacku01,bevak001,Bevacqua,Kurt,1947
113265,1003202,dempsma01,dempm101,Dempsey,Mark,1957
669722,25844,davidlo01,davil002,Davidson,Logan,1997
518902,2539,kozmape01,kozmp001,Kozma,Pete,1988
111140,1001112,bodiepi01,bodip101,Bodie,Ping,1887
818762,,johnsge01,johng102,Johnson,George,1890
122643,1012386,staintu01,stait101,Stainback,Tuck,1911
114537,1004454,gallajo01,gallj105,Gallagher,John,1892
112066,1002014,cartebl01,cartb101,Carter,Otis,1902
120136,1009917,owenla01,owenl001,Owen,Larry,1955
114544,1004459,gallest01,galls102,Galle,Stan,1919
820094,,chatmed01,chate101,Chatman,Edgar,1917
117679,1007525,lennoed01,lenne102,Lennox,Ed,1883
434718,8258,streehu01,streh001,Street,Huston,1983
452783,7595,evansni01,evann001,Evans,Nick,1986
818232,,mcfarjo02,mcfaj101,McFarland,John,
114107,1004025,fieldbr01,fielb001,Fields,Bruce,1960
120818,1010584,pylesh01,pyles101,Pyle,Harry,1861
545332,13322,barreja01,barrj002,Barrett,Jake,1991
113204,1723,deharri01,dehar001,DeHart,Rick,1970
124369,1014049,willsbu01,willb101,Wills,Bump,1952
124124,1013816,wetzebu01,wetzb101,Wetzel,Buzz,1894
121386,1277,rogerke01,rogek001,Rogers,Kenny,1964
816534,,willili01,willw106,Williams,Willie,
121691,1011441,santara01,santr001,Santana,Rafael,1958
430001,1849,weeksri01,weekr001,Weeks,Rickie,1982
672580,22715,garcima01,garcm003,García,Maikel,2000
818151,,millecl01,,Miller,Claude,1914
112646,1002589,cooneph01,coonp101,Cooney,Phil,1882
117937,1007768,loughbi01,lougb101,Loughran,Bill,1862
622554,19249,dominse01,domis001,Domínguez,Seranthony,1994
819760,,dimesed01,dimee101,Dimes,Edwin,1904
115315,1005210,hairsje01,hairj001,Hairston,Jerry,1952
111163,1001134,bokenbo01,bokeb101,Boken,Bob,1908
119311,1009121,moorema01,moorm002,Moore,Marcus,1970
518716,7396,geedi01,gee-d001,Gee,Dillon,1986
115706,1005593,heimva01,heimv101,Heim,Val,1920
132900,1005111,grzanmi01,grzam001,Grzanich,Mike,1972
112507,1002463,colliri01,collr104,Collins,Rip,1896
801139,35466,tollepa01,tollp001,Tolle,Payton,2002
110086,1000082,aglerjo01,aglej101,Agler,Joe,1887
117174,1007021,kluttcl01,klutc101,Kluttz,Clyde,1917
818735,,johnspe02,johnp103,Johnson,Pearley,1905
122109,1226,sheetan01,sheea001,Sheets,Andy,1971
820599,,barbeje01,barbj103,Barber,Jesse,1888
820619,,baird02,bairu101,Baird,,
118306,1008127,marreor01,marro001,Marrero,Oreste,1969
817439,,roselba01,roseb103,Rosell,Basilio,1902
820717,,anderbi02,andeb107,Anderson,Bill,1907
649144,19845,wellsal01,wella001,Wells,Alex,1997
121049,1010821,reisto01,reist101,Reis,Tommy,1914
642547,18679,peralfr01,peraf001,Peralta,Freddy,1996
114040,1003961,fautsjo01,fautj101,Fautsch,Joe,1887
112754,1002698,coxer01,cox-e101,Cox,Ernie,1894
806068,,emersco01,,Emerson,Colt,2005
113122,1003062,davisjo04,davij003,Davis,John,1963
122535,1012273,sommean01,somma101,Sommerville,Andy,1876
702021,,dionwi01,,Dion,Will,2000
118041,1007874,lynnre01,lynnr101,Lynn,Red,1913
665621,20430,garciro03,garcr007,García,Rony,1997
493247,4891,moylape01,moylp001,Moylan,Peter,1978
120871,1010635,radebro01,rader101,Radebaugh,Roy,1881
115130,1005033,grichbo01,gricb001,Grich,Bobby,1949
121702,1011449,sargejo01,sargj101,Sargent,Joe,1893
817392,,salazca01,salac101,Salazar,Cándido,1898
670329,20023,garciri01,garcr006,Garcia,Rico,1994
120226,1010001,parkedi01,parkd101,Parker,Dixie,1895
122184,1011925,shopato01,shopt101,Shopay,Tom,1945
119188,1008997,mitchch01,mitcc001,Mitchell,Charlie,1962
112638,1002582,coombda01,coomd101,Coombs,Danny,1942
110471,1000457,bakerge02,bakeg101,Baker,Gene,1925
119972,1009764,oldriru01,oldrr101,Oldring,Rube,1884
136722,1079,guillca01,guilc001,Guillén,Carlos,1975
819506,,fordge03,fordg103,Ford,George,
120038,1009827,oquenjo01,oquej001,Oquendo,José,1963
453222,888,carrosc02,carrs001,Carroll,Scott,1984
678606,24017,ferrejo01,ferrj002,Ferrer,José,2000
114641,1004557,garvest01,garvs001,Garvey,Steve,1948
116252,1006125,hubercl01,hubec101,Huber,Clarence,1895
117738,1007578,lewisbu01,lewib103,Lewis,Buddy,1916
695418,31972,lordbr02,lordb001,Lord,Brad,2000
115884,1005764,hibbagr01,hibbg001,Hibbard,Greg,1964
116355,1006221,hurstbi01,hursb002,Hurst,Bill,1970
819228,,haley02,haleu101,Haley,,
543148,8609,federti01,fedet001,Federowicz,Tim,1987
116694,1006569,jonesji02,jonej002,Jones,Jimmy,1964
118525,1008344,mcbrike01,mcbrk101,McBride,Ken,1935
124591,1014268,wrighab01,wriga101,Wright,Ab,1906
136724,947,anderma02,andem003,Anderson,Marlon,1974
114876,1004789,glynned01,glyne001,Glynn,Ed,1953
819861,,davisal02,davia101,Davis,Albert,
816473,,wouldch01,woulc101,Wouldridge,Charlie,1897
116468,1006336,jahajo01,jahaj001,Jaha,John,1966
118558,1008367,mccarbi02,mccaw101,McCarthy,William,1882
112880,1002825,crowege01,crowg101,Crowe,George,1921
120898,1010663,ralstdo01,ralsd101,Ralston,Doc,1885
118393,1008213,maskrha01,maskh101,Maskrey,Harry,1861
285132,1901,lopezlu03,lopel003,Lopez,Luis,1973
117945,1007778,lovetme01,lovem101,Lovett,Mem,1912
816853,,valdefe01,valdf101,Valdés,Fermín,1910
118169,1007994,mahonji01,mahoj101,Mahoney,Jim,1934
113508,1003443,dowdto01,dowdt101,Dowd,Tommy,1869
465015,341,septile01,septl001,Séptimo,Leyson,1985
594011,11611,herrero02,herrr002,Herrera,Rosell,1992
119432,1009238,mosebll01,mosel001,Moseby,Lloyd,1959
113787,1003717,eisenha01,eiseh101,Eisenstat,Harry,1915
810938,33197,willibe03,willb004,Williamson,Ben,2000
111191,1001161,bonesri01,boner001,Bones,Ricky,1969
117562,1007404,lawsoal01,lawsa101,Lawson,Al,1869
663773,26304,hoeinbr01,hoeib001,Hoeing,Bryan,1996
114291,1004208,fonvich01,fonvc001,Fonville,Chad,1971
115705,1005590,heilmha01,heilh101,Heilmann,Harry,1894
122476,1012219,smollle01,smoll101,Smoll,Clyde,1914
458250,6164,hughedu01,hughd001,Hughes,Dusty,1982
111269,1001230,bouchal01,bouca101,Boucher,Al,1881
118739,1008556,mcguimi01,mcgum101,McGuire,Mickey,1941
453198,5213,perezch01,perec002,Perez,Chris,1985
112608,1002555,conwaji01,conwj102,Conway,Jim,1858
111624,1001586,brumlmi02,brumm001,Brumley,Mike,1962
111859,1001815,caffijo01,caffj101,Caffie,Joe,1931
119684,1009482,neffdo01,neffd101,Neff,Doug,1891
434679,3440,lerewan01,lerea001,Lerew,Anthony,1982
113348,1003284,didiebo01,didib101,Didier,Bob,1949
114064,1003987,ferguch01,fergc101,Ferguson,Charlie,1863
817103,,stephfr01,stepf101,Stephens,John,1897
119620,1009416,myersal01,myera101,Myers,Al,1863
122205,449,shumpte01,shumt001,Shumpert,Terry,1966
819493,,formepe01,formp101,Formental,Pedro,1915
119586,1009394,murrami01,murrm101,Murray,Miah,1865
434604,3035,morsemi01,morsm001,Morse,Mike,1982
115490,1005377,harpege01,harpg102,Harper,George,1865
118345,1008183,martimi01,martm001,Martin,Mike,1958
605301,14338,jerezwi01,jerew001,Jerez,Williams,1992
114785,1004700,gilbrro01,gilbr101,Gilbreath,Rod,1952
110870,420,bennega01,benng001,Bennett,Gary,1972
462382,3656,johnsji04,johnj010,Johnson,Jim,1983
121896,1011636,schulje01,schuj001,Schulz,Jeff,1961
669212,20203,morgael01,morge001,Morgan,Eli,1996
818444,,longwal01,longa101,Longware,Alonzo,1891
119085,1008885,milledo02,milld102,Miller,Dots,1886
123692,1013397,velazca01,velac101,Velazquez,Carlos,1948
544836,4001,romeren01,romee002,Romero,Enny,1991
818102,,mongisa01,mongs101,Mongin,Sam,1884
121800,1011549,schenha01,scheh103,Schenz,Hank,1919
429806,3424,diazvi01,diazv001,Díaz,Víctor,1981
668472,22117,prattni01,pratn001,Pratto,Nick,1998
816870,,tyeda01,tye-d101,Tye,Dan,1899
460099,3441,reimono01,reimn001,Reimold,Nolan,1983
114698,1004614,gentrga01,gentg101,Gentry,Gary,1946
119148,1008959,millsle01,milll102,Mills,Howard,1910
113714,1003647,eastojo01,eastj102,Easton,John,1933
623149,13892,sewalpa01,sewap001,Sewald,Paul,1990
120289,1010063,patteha02,patth103,Patterson,Ham,1877
121068,1010832,renicri01,renir101,Renick,Rick,1944
502968,8517,headje01,headj001,Head,Jerad,1982
123694,1013399,velezot01,veleo101,Vélez,Otto,1950
117573,1007418,laytole01,laytl101,Layton,Les,1921
672860,22932,berropr01,berrp001,Berroa,Prelander,2000
121389,1011137,rogerpa01,rogep101,Rogers,Packy,1913
119862,1009655,novotru01,novor101,Novotney,Rube,1924
120499,1010269,pfundle01,pfunl101,Pfund,Lee,1919
111547,1001515,brownel01,browe101,Brown,Elmer,1883
150007,1007854,luuloke01,luulk001,Luuloa,Keith,1974
122368,1521,smithda07,smitd006,Smith,Dan,1975
276351,521,grillja01,grilj001,Grilli,Jason,1976
475243,9884,woodtr01,woodt004,Wood,Travis,1987
110678,1000662,batesjo02,batej101,Bates,Johnny,1884
120679,1010452,portehe01,porth101,Porter,Henry,1858
476127,4383,kroenza01,kroez001,Kroenke,Zach,1984
119573,1009377,murphwa01,murpw102,Murphy,Walter,1907
457787,9219,espinda01,espid001,Espinosa,Danny,1987
122024,1011769,sewelto01,sewet101,Sewell,Tommy,1906
114141,1004061,finnvga01,finng001,Finnvold,Gar,1968
117118,1006967,kirkeja01,kirkj101,Kirke,Jay,1888
118964,1008775,mercejo01,mercj101,Mercer,John,1892
115447,1005334,hansoha01,hansh101,Hanson,Harry,1896
111071,1001042,blancgi01,blang101,Blanco,Gil,1945
457763,9166,poseybu01,poseb001,Posey,Buster,1987
817052,,swancno01,swann101,Swancy,Nolan,1896
124027,1013720,webstra01,websr101,Webster,Ray,1937
121603,1011354,ryersga01,ryerg101,Ryerson,Gary,1948
118847,1008662,mcnamto01,mcnat102,McNamara,Tom,1895
119369,1009171,morgabi01,morgb103,Morgan,Bill,1857
682657,26540,martian02,marta008,Martínez,Angel,2002
816662,,wheelsa01,whees101,Wheeler,Sam,1923
819434,,garcisi01,garcs101,García,Silvio,1913
120868,1010632,radboge01,radbg101,Radbourn,George,1856
456630,2756,romerda01,romed001,Romero,Davis,1983
573188,6780,sturdty01,sturt002,Sturdevant,Tyler,1985
111860,1001816,caffybe01,caffb101,Caffyn,Ben,1879
